id,name,description,abstraction,type,labels
CWE-1249,Application-Level Admin Tool with Inconsistent View of Underlying Operating System,"The product provides an application for administrators to manage parts of the underlying operating system, but the application does not accurately identify all of the relevant entities or resources that exist in the OS; that is, the application's model of the OS's state is inconsistent with the OS's actual state.",Base,Weakness,CWE;Weakness
CWE-125,Out-of-bounds Read,"The software reads data past the end, or before the beginning, of the intended buffer.",Base,Weakness,CWE;Weakness
CWE-1250,Improper Preservation of Consistency Between Independent Representations of Shared State,The product has or supports multiple distributed components or sub-systems that are each required to keep their own local copy of shared data - such as state or cache - but the product does not ensure that all local copies remain consistent with each other.,Base,Weakness,CWE;Weakness
CWE-1251,Mirrored Regions with Different Values,The product's architecture mirrors regions without ensuring that their contents always stay in sync.,Base,Weakness,CWE;Weakness
CWE-1252,CPU Hardware Not Configured to Support Exclusivity of Write and Execute Operations,The CPU is not configured to provide hardware support for exclusivity of write and execute operations on memory. This allows an attacker to execute data from all of memory.,Base,Weakness,CWE;Weakness
CWE-1253,Incorrect Selection of Fuse Values,The logic level used to set a system to a secure state relies on a fuse being unblown. An attacker can set the system to an insecure state merely by blowing the fuse.,Base,Weakness,CWE;Weakness
CWE-1254,Incorrect Comparison Logic Granularity,"The product's comparison logic is performed over a series of steps rather than across the entire string in one operation. If there is a comparison logic failure on one of these steps, the operation may be vulnerable to a timing attack that can result in the interception of the process for nefarious purposes.",Base,Weakness,CWE;Weakness
CWE-1255,Comparison Logic is Vulnerable to Power Side-Channel Attacks,A device's real time power consumption may be monitored during security token evaluation and the information gleaned may be used to determine the value of the reference token.,Variant,Weakness,CWE;Weakness
CWE-1256,Improper Restriction of Software Interfaces to Hardware Features,"The product provides software-controllable
			device functionality for capabilities such as power and
			clock management, but it does not properly limit
			functionality that can lead to modification of
			hardware memory or register bits, or the ability to
			observe physical side channels.",Base,Weakness,CWE;Weakness
CWE-1257,Improper Access Control Applied to Mirrored or Aliased Memory Regions,"Aliased or mirrored memory regions in hardware designs may have inconsistent read/write permissions enforced by the hardware. A possible result is that an untrusted agent is blocked from accessing a memory region but is not blocked from accessing the corresponding aliased memory region.
			",Base,Weakness,CWE;Weakness
CWE-1258,Exposure of Sensitive System Information Due to Uncleared Debug Information,"The hardware does not fully clear security-sensitive values, such as keys and intermediate values in cryptographic operations, when debug mode is entered.",Base,Weakness,CWE;Weakness
CWE-1259,Improper Restriction of Security Token Assignment,"The System-On-A-Chip (SoC) implements a Security Token mechanism to differentiate what actions are allowed or disallowed when a transaction originates from an entity. However, the Security Tokens are improperly protected.",Base,Weakness,CWE;Weakness
CWE-126,Buffer Over-read,The software reads from a buffer using buffer access mechanisms such as indexes or pointers that reference memory locations after the targeted buffer.,Variant,Weakness,CWE;Weakness
CWE-1260,Improper Handling of Overlap Between Protected Memory Ranges,"The product allows address regions to overlap, which can result in the bypassing of intended memory protection.",Base,Weakness,CWE;Weakness
CWE-1261,Improper Handling of Single Event Upsets,The hardware logic does not effectively handle when single-event upsets (SEUs) occur.,Base,Weakness,CWE;Weakness
CWE-1262,Improper Access Control for Register Interface,"The product uses memory-mapped I/O registers that act as an interface to hardware functionality from software, but there is improper access control to those registers.",Base,Weakness,CWE;Weakness
CWE-1263,Improper Physical Access Control,"The product is designed with access restricted to certain information, but it does not sufficiently protect against an unauthorized actor with physical access to these areas.",Class,Weakness,CWE;Weakness
CWE-1264,Hardware Logic with Insecure De-Synchronization between Control and Data Channels,The hardware logic for error handling and security checks can incorrectly forward data before the security check is complete.,Base,Weakness,CWE;Weakness
CWE-1265,Unintended Reentrant Invocation of Non-reentrant Code Via Nested Calls,"During execution of non-reentrant code, the software performs a call that unintentionally produces a nested invocation of the non-reentrant code.",Base,Weakness,CWE;Weakness
CWE-1266,Improper Scrubbing of Sensitive Data from Decommissioned Device,"The product does not properly provide a capability for the product administrator to remove sensitive data at the time the product is decommissioned.  A scrubbing capability could be missing, insufficient, or incorrect.",Base,Weakness,CWE;Weakness
CWE-1267,Policy Uses Obsolete Encoding,The product uses an obsolete encoding mechanism to implement access controls.,Base,Weakness,CWE;Weakness
CWE-1268,Policy Privileges are not Assigned Consistently Between Control and Data Agents,"The product's hardware-enforced access control for a particular resource improperly accounts for privilege discrepancies between control and write policies.
			   ",Base,Weakness,CWE;Weakness
CWE-1269,Product Released in Non-Release Configuration,The product released to market is released in pre-production or manufacturing configuration.,Base,Weakness,CWE;Weakness
CWE-127,Buffer Under-read,The software reads from a buffer using buffer access mechanisms such as indexes or pointers that reference memory locations prior to the targeted buffer.,Variant,Weakness,CWE;Weakness
